Id,IndicatorCode,SpatialDimType,SpatialDim,TimeDimType,ParentLocationCode,ParentLocation,Dim1Type,TimeDim,Dim1,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
6843151,WHS4_544,COUNTRY,LCA,YEAR,AMR,Americas,,2007,,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
6847275,WHS4_544,COUNTRY,CPV,YEAR,AFR,Africa,,2011,,,,,,,,90,90.0,,,,2025-07-14T16:23:12.92+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
6853696,WHS4_544,COUNTRY,CYP,YEAR,EUR,Europe,,2005,,,,,,,,98,98.0,,,,2025-07-14T16:23:12.92+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
6855011,WHS4_544,COUNTRY,AFG,YEAR,EMR,Eastern Mediterranean,,2017,,,,,,,,64,64.0,,,,2025-07-14T16:23:12.92+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
6855860,WHS4_544,COUNTRY,ITA,YEAR,EUR,Europe,,2002,,,,,,,,96,96.0,,,,2025-07-14T16:23:12.92+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
6862002,WHS4_544,COUNTRY,GHA,YEAR,AFR,Africa,,2019,,,,,,,,97,97.0,,,,2025-07-14T16:23:12.92+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
6862283,WHS4_544,COUNTRY,BFA,YEAR,AFR,Africa,,2018,,,,,,,,91,91.0,,,,2025-07-14T16:23:12.92+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
6862738,WHS4_544,COUNTRY,HUN,YEAR,EUR,Europe,,2023,,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
6868921,WHS4_544,COUNTRY,BWA,YEAR,AFR,Africa,,2021,,,,,,,,96,96.0,,,,2025-07-14T16:23:12.92+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
6869352,WHS4_544,COUNTRY,GNQ,YEAR,AFR,Africa,,2007,,,,,,,,55,55.0,,,,2025-07-14T16:23:12.92+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
6872930,WHS4_544,COUNTRY,ISR,YEAR,EUR,Europe,,2004,,,,,,,,95,95.0,,,,2025-07-14T16:23:12.92+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
6874328,WHS4_544,GLOBAL,GLOBAL,YEAR,,,,2024,,,,,,,,84,84.0,,,,2025-07-14T16:23:12.92+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
6879659,WHS4_544,COUNTRY,BLR,YEAR,EUR,Europe,,2017,,,,,,,,98,98.0,,,,2025-07-14T16:23:12.92+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
6879822,WHS4_544,COUNTRY,OMN,YEAR,EMR,Eastern Mediterranean,,2009,,,,,,,,96,96.0,,,,2025-07-14T16:23:12.92+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
6899145,WHS4_544,COUNTRY,TUV,YEAR,WPR,Western Pacific,,2016,,,,,,,,94,94.0,,,,2025-07-14T16:23:12.92+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
6899277,WHS4_544,COUNTRY,LVA,YEAR,EUR,Europe,,2001,,,,,,,,97,97.0,,,,2025-07-14T16:23:12.92+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
6906514,WHS4_544,COUNTRY,PHL,YEAR,WPR,Western Pacific,,2023,,,,,,,,77,77.0,,,,2025-07-14T16:23:12.92+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
6912357,WHS4_544,COUNTRY,USA,YEAR,AMR,Americas,,2009,,,,,,,,93,93.0,,,,2025-07-14T16:23:12.92+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
6918318,WHS4_544,COUNTRY,WSM,YEAR,WPR,Western Pacific,,2003,,,,,,,,90,90.0,,,,2025-07-14T16:23:12.92+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
6918840,WHS4_544,COUNTRY,KOR,YEAR,WPR,Western Pacific,,2009,,,,,,,,95,95.0,,,,2025-07-14T16:23:12.92+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
6930252,WHS4_544,COUNTRY,ARM,YEAR,EUR,Europe,,2006,,,,,,,,87,87.0,,,,2025-07-14T16:23:12.92+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
6931759,WHS4_544,COUNTRY,CAN,YEAR,AMR,Americas,,2003,,,,,,,,88,88.0,,,,2025-07-14T16:23:12.92+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
6932074,WHS4_544,COUNTRY,NZL,YEAR,WPR,Western Pacific,,2016,,,,,,,,92,92.0,,,,2025-07-14T16:23:12.92+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
6932205,WHS4_544,COUNTRY,CPV,YEAR,AFR,Africa,,2008,,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
6937628,WHS4_544,COUNTRY,CHE,YEAR,EUR,Europe,,2019,,,,,,,,96,96.0,,,,2025-07-14T16:23:12.92+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
6945477,WHS4_544,COUNTRY,CHN,YEAR,WPR,Western Pacific,,2013,,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
6949845,WHS4_544,COUNTRY,LUX,YEAR,EUR,Europe,,2002,,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
6968831,WHS4_544,COUNTRY,AUS,YEAR,WPR,Western Pacific,,2001,,,,,,,,91,91.0,,,,2025-07-14T16:23:12.92+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
6969884,WHS4_544,REGION,AFR,YEAR,,,,2024,,,,,,,,75,75.0,,,,2025-07-14T16:23:12.92+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
6971002,WHS4_544,COUNTRY,SLV,YEAR,AMR,Americas,,2013,,,,,,,,90,90.0,,,,2025-07-14T16:23:12.92+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
6971341,WHS4_544,COUNTRY,IRL,YEAR,EUR,Europe,,2005,,,,,,,,90,90.0,,,,2025-07-14T16:23:12.92+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
6975272,WHS4_544,COUNTRY,JAM,YEAR,AMR,Americas,,2024,,,,,,,,98,98.0,,,,2025-07-14T16:23:12.92+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
6977159,WHS4_544,COUNTRY,MEX,YEAR,AMR,Americas,,2018,,,,,,,,88,88.0,,,,2025-07-14T16:23:12.92+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
6977781,WHS4_544,COUNTRY,BOL,YEAR,AMR,Americas,,2019,,,,,,,,75,75.0,,,,2025-07-14T16:23:12.92+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
6977861,WHS4_544,COUNTRY,SUR,YEAR,AMR,Americas,,2000,,,,,,,,70,70.0,,,,2025-07-14T16:23:12.92+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
6982288,WHS4_544,COUNTRY,PRT,YEAR,EUR,Europe,,2007,,,,,,,,96,96.0,,,,2025-07-14T16:23:12.92+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
6989127,WHS4_544,COUNTRY,BRB,YEAR,AMR,Americas,,2013,,,,,,,,91,91.0,,,,2025-07-14T16:23:12.92+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
6990170,WHS4_544,COUNTRY,BLZ,YEAR,AMR,Americas,,2008,,,,,,,,94,94.0,,,,2025-07-14T16:23:12.92+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
6996549,WHS4_544,COUNTRY,JOR,YEAR,EMR,Eastern Mediterranean,,2018,,,,,,,,92,92.0,,,,2025-07-14T16:23:12.92+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
7001213,WHS4_544,COUNTRY,STP,YEAR,AFR,Africa,,2002,,,,,,,,92,92.0,,,,2025-07-14T16:23:12.92+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
7019777,WHS4_544,COUNTRY,SOM,YEAR,EMR,Eastern Mediterranean,,2001,,,,,,,,33,33.0,,,,2025-07-14T16:23:12.92+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
7019863,WHS4_544,COUNTRY,NER,YEAR,AFR,Africa,,2008,,,,,,,,68,68.0,,,,2025-07-14T16:23:12.92+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
7021752,WHS4_544,COUNTRY,OMN,YEAR,EMR,Eastern Mediterranean,,2024,,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
7025982,WHS4_544,COUNTRY,ESP,YEAR,EUR,Europe,,2000,,,,,,,,95,95.0,,,,2025-07-14T16:23:12.92+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
7032483,WHS4_544,COUNTRY,ROU,YEAR,EUR,Europe,,2009,,,,,,,,95,95.0,,,,2025-07-14T16:23:12.92+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
7033079,WHS4_544,COUNTRY,TUN,YEAR,EMR,Eastern Mediterranean,,2019,,,,,,,,98,98.0,,,,2025-07-14T16:23:12.92+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
7035084,WHS4_544,COUNTRY,TKM,YEAR,EUR,Europe,,2001,,,,,,,,94,94.0,,,,2025-07-14T16:23:12.92+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
7039911,WHS4_544,REGION,EUR,YEAR,,,,2007,,,,,,,,96,96.0,,,,2025-07-14T16:23:12.92+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
7046008,WHS4_544,COUNTRY,ARM,YEAR,EUR,Europe,,2013,,,,,,,,96,96.0,,,,2025-07-14T16:23:12.92+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
7046556,WHS4_544,COUNTRY,BDI,YEAR,AFR,Africa,,2003,,,,,,,,75,75.0,,,,2025-07-14T16:23:12.92+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
7047793,WHS4_544,COUNTRY,BLZ,YEAR,AMR,Americas,,2015,,,,,,,,94,94.0,,,,2025-07-14T16:23:12.92+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
7052940,WHS4_544,COUNTRY,JPN,YEAR,WPR,Western Pacific,,2001,,,,,,,,81,81.0,,,,2025-07-14T16:23:12.92+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
7053525,WHS4_544,COUNTRY,ETH,YEAR,AFR,Africa,,2013,,,,,,,,68,68.0,,,,2025-07-14T16:23:12.92+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
7072859,WHS4_544,COUNTRY,ALB,YEAR,EUR,Europe,,2008,,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
7078271,WHS4_544,COUNTRY,BFA,YEAR,AFR,Africa,,2003,,,,,,,,83,83.0,,,,2025-07-14T16:23:12.92+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
7085659,WHS4_544,COUNTRY,PNG,YEAR,WPR,Western Pacific,,2004,,,,,,,,59,59.0,,,,2025-07-14T16:23:12.92+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
7086608,WHS4_544,COUNTRY,MOZ,YEAR,AFR,Africa,,2003,,,,,,,,67,67.0,,,,2025-07-14T16:23:12.92+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
7090711,WHS4_544,COUNTRY,MRT,YEAR,AFR,Africa,,2019,,,,,,,,75,75.0,,,,2025-07-14T16:23:12.92+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
7090890,WHS4_544,REGION,AFR,YEAR,,,,2023,,,,,,,,75,75.0,,,,2025-07-14T16:23:12.92+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
7102862,WHS4_544,COUNTRY,NAM,YEAR,AFR,Africa,,2011,,,,,,,,85,85.0,,,,2025-07-14T16:23:12.92+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
7103762,WHS4_544,COUNTRY,MKD,YEAR,EUR,Europe,,2003,,,,,,,,96,96.0,,,,2025-07-14T16:23:12.92+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
7103997,WHS4_544,COUNTRY,DJI,YEAR,EMR,Eastern Mediterranean,,2008,,,,,,,,89,89.0,,,,2025-07-14T16:23:12.92+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
7104455,WHS4_544,COUNTRY,NIU,YEAR,WPR,Western Pacific,,2020,,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
7109484,WHS4_544,COUNTRY,VCT,YEAR,AMR,Americas,,2007,,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
7110356,WHS4_544,COUNTRY,MWI,YEAR,AFR,Africa,,2001,,,,,,,,86,86.0,,,,2025-07-14T16:23:12.92+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
7115752,WHS4_544,COUNTRY,KNA,YEAR,AMR,Americas,,2015,,,,,,,,91,91.0,,,,2025-07-14T16:23:12.92+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
7122955,WHS4_544,COUNTRY,ARM,YEAR,EUR,Europe,,2008,,,,,,,,91,91.0,,,,2025-07-14T16:23:12.92+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
7148975,WHS4_544,COUNTRY,ESP,YEAR,EUR,Europe,,2010,,,,,,,,97,97.0,,,,2025-07-14T16:23:12.92+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
7149548,WHS4_544,COUNTRY,NZL,YEAR,WPR,Western Pacific,,2014,,,,,,,,93,93.0,,,,2025-07-14T16:23:12.92+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
7167107,WHS4_544,COUNTRY,VEN,YEAR,AMR,Americas,,2007,,,,,,,,67,67.0,,,,2025-07-14T16:23:12.92+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
7169563,WHS4_544,COUNTRY,DEU,YEAR,EUR,Europe,,2003,,,,,,,,96,96.0,,,,2025-07-14T16:23:12.92+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
7182488,WHS4_544,COUNTRY,ARE,YEAR,EMR,Eastern Mediterranean,,2024,,,,,,,,95,95.0,,,,2025-07-14T16:23:12.92+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
7192526,WHS4_544,COUNTRY,TON,YEAR,WPR,Western Pacific,,2020,,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
7199404,WHS4_544,COUNTRY,NAM,YEAR,AFR,Africa,,2014,,,,,,,,88,88.0,,,,2025-07-14T16:23:12.92+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
7205701,WHS4_544,COUNTRY,SRB,YEAR,EUR,Europe,,2002,,,,,,,,95,95.0,,,,2025-07-14T16:23:12.92+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
7206636,WHS4_544,COUNTRY,MNG,YEAR,WPR,Western Pacific,,2021,,,,,,,,96,96.0,,,,2025-07-14T16:23:12.92+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
7211677,WHS4_544,COUNTRY,BLZ,YEAR,AMR,Americas,,2018,,,,,,,,96,96.0,,,,2025-07-14T16:23:12.92+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
7213134,WHS4_544,COUNTRY,TUN,YEAR,EMR,Eastern Mediterranean,,2018,,,,,,,,97,97.0,,,,2025-07-14T16:23:12.92+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
7214050,WHS4_544,COUNTRY,COL,YEAR,AMR,Americas,,2018,,,,,,,,92,92.0,,,,2025-07-14T16:23:12.92+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
7214109,WHS4_544,COUNTRY,IDN,YEAR,WPR,Western Pacific,,2009,,,,,,,,85,85.0,,,,2025-07-14T16:23:12.92+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
7218604,WHS4_544,COUNTRY,SLE,YEAR,AFR,Africa,,2016,,,,,,,,84,84.0,,,,2025-07-14T16:23:12.92+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
7225545,WHS4_544,COUNTRY,SYC,YEAR,AFR,Africa,,2007,,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
7231316,WHS4_544,COUNTRY,MLT,YEAR,EUR,Europe,,2023,,,,,,,,98,98.0,,,,2025-07-14T16:23:12.92+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
7237707,WHS4_544,COUNTRY,SEN,YEAR,AFR,Africa,,2002,,,,,,,,60,60.0,,,,2025-07-14T16:23:12.92+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
7238151,WHS4_544,COUNTRY,MUS,YEAR,AFR,Africa,,2011,,,,,,,,98,98.0,,,,2025-07-14T16:23:12.92+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
7245207,WHS4_544,COUNTRY,GAB,YEAR,AFR,Africa,,2001,,,,,,,,44,44.0,,,,2025-07-14T16:23:12.92+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
7250266,WHS4_544,COUNTRY,CUB,YEAR,AMR,Americas,,2012,,,,,,,,98,98.0,,,,2025-07-14T16:23:12.92+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
7251341,WHS4_544,COUNTRY,CUB,YEAR,AMR,Americas,,2024,,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
7257632,WHS4_544,COUNTRY,SYR,YEAR,EMR,Eastern Mediterranean,,2016,,,,,,,,58,58.0,,,,2025-07-14T16:23:12.92+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
7257767,WHS4_544,COUNTRY,NIU,YEAR,WPR,Western Pacific,,2007,,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
7257966,WHS4_544,COUNTRY,KEN,YEAR,AFR,Africa,,2010,,,,,,,,89,89.0,,,,2025-07-14T16:23:12.92+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
7271395,WHS4_544,COUNTRY,SEN,YEAR,AFR,Africa,,2023,,,,,,,,92,92.0,,,,2025-07-14T16:23:12.92+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
7283196,WHS4_544,COUNTRY,ITA,YEAR,EUR,Europe,,2018,,,,,,,,95,95.0,,,,2025-07-14T16:23:12.92+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
7283320,WHS4_544,COUNTRY,MLI,YEAR,AFR,Africa,,2018,,,,,,,,71,71.0,,,,2025-07-14T16:23:12.92+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
7283906,WHS4_544,COUNTRY,NPL,YEAR,SEAR,South-East Asia,,2014,,,,,,,,92,92.0,,,,2025-07-14T16:23:12.92+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
7289340,WHS4_544,COUNTRY,PLW,YEAR,WPR,Western Pacific,,2021,,,,,,,,95,95.0,,,,2025-07-14T16:23:12.92+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
7295500,WHS4_544,COUNTRY,GMB,YEAR,AFR,Africa,,2013,,,,,,,,96,96.0,,,,2025-07-14T16:23:12.92+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
7308063,WHS4_544,COUNTRY,ISL,YEAR,EUR,Europe,,2017,,,,,,,,89,89.0,,,,2025-07-14T16:23:12.92+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
7309355,WHS4_544,COUNTRY,MKD,YEAR,EUR,Europe,,2008,,,,,,,,96,96.0,,,,2025-07-14T16:23:12.92+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
7309429,WHS4_544,COUNTRY,CAN,YEAR,AMR,Americas,,2010,,,,,,,,90,90.0,,,,2025-07-14T16:23:12.92+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
7314638,WHS4_544,COUNTRY,MHL,YEAR,WPR,Western Pacific,,2009,,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
7322248,WHS4_544,REGION,WPR,YEAR,,,,2018,,,,,,,,96,96.0,,,,2025-07-14T16:23:12.92+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
7326939,WHS4_544,COUNTRY,PER,YEAR,AMR,Americas,,2003,,,,,,,,95,95.0,,,,2025-07-14T16:23:12.92+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
7333855,WHS4_544,COUNTRY,SVN,YEAR,EUR,Europe,,2017,,,,,,,,94,94.0,,,,2025-07-14T16:23:12.92+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
7341516,WHS4_544,COUNTRY,GNQ,YEAR,AFR,Africa,,2021,,,,,,,,68,68.0,,,,2025-07-14T16:23:12.92+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
7346567,WHS4_544,COUNTRY,TCD,YEAR,AFR,Africa,,2017,,,,,,,,44,44.0,,,,2025-07-14T16:23:12.92+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
7347993,WHS4_544,COUNTRY,LCA,YEAR,AMR,Americas,,2012,,,,,,,,98,98.0,,,,2025-07-14T16:23:12.92+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
7352616,WHS4_544,COUNTRY,SVN,YEAR,EUR,Europe,,2011,,,,,,,,96,96.0,,,,2025-07-14T16:23:12.92+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
7353059,WHS4_544,COUNTRY,IDN,YEAR,WPR,Western Pacific,,2022,,,,,,,,91,91.0,,,,2025-07-14T16:23:12.92+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
7372904,WHS4_544,REGION,SEAR,YEAR,,,,2001,,,,,,,,65,65.0,,,,2025-07-14T16:23:12.92+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
7373058,WHS4_544,COUNTRY,LBY,YEAR,EMR,Eastern Mediterranean,,2023,,,,,,,,73,73.0,,,,2025-07-14T16:23:12.92+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
7373704,WHS4_544,COUNTRY,NGA,YEAR,AFR,Africa,,2006,,,,,,,,46,46.0,,,,2025-07-14T16:23:12.92+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
7378628,WHS4_544,COUNTRY,LAO,YEAR,WPR,Western Pacific,,2017,,,,,,,,83,83.0,,,,2025-07-14T16:23:12.92+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
7379940,WHS4_544,COUNTRY,VEN,YEAR,AMR,Americas,,2016,,,,,,,,82,82.0,,,,2025-07-14T16:23:12.92+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
7384434,WHS4_544,COUNTRY,AUT,YEAR,EUR,Europe,,2020,,,,,,,,85,85.0,,,,2025-07-14T16:23:12.92+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
7384931,WHS4_544,COUNTRY,IRN,YEAR,EMR,Eastern Mediterranean,,2007,,,,,,,,98,98.0,,,,2025-07-14T16:23:12.92+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
7392140,WHS4_544,COUNTRY,USA,YEAR,AMR,Americas,,2000,,,,,,,,90,90.0,,,,2025-07-14T16:23:12.92+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
7397354,WHS4_544,COUNTRY,NRU,YEAR,WPR,Western Pacific,,2006,,,,,,,,90,90.0,,,,2025-07-14T16:23:12.92+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
7399631,WHS4_544,WORLDBANKINCOMEGROUP,WB_LI,YEAR,,,,2010,,,,,,,,76,76.0,,,,2025-07-14T16:23:12.92+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
7410040,WHS4_544,COUNTRY,LBY,YEAR,EMR,Eastern Mediterranean,,2012,,,,,,,,98,98.0,,,,2025-07-14T16:23:12.92+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
7410461,WHS4_544,COUNTRY,ZWE,YEAR,AFR,Africa,,2024,,,,,,,,91,91.0,,,,2025-07-14T16:23:12.92+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
7417902,WHS4_544,COUNTRY,LVA,YEAR,EUR,Europe,,2007,,,,,,,,94,94.0,,,,2025-07-14T16:23:12.92+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
7428519,WHS4_544,COUNTRY,KGZ,YEAR,EUR,Europe,,2003,,,,,,,,98,98.0,,,,2025-07-14T16:23:12.92+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
