Id,IndicatorCode,SpatialDimType,SpatialDim,ParentLocationCode,TimeDimType,ParentLocation,Dim1Type,Dim1,TimeDim,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
4760117,HWF_0001,COUNTRY,MDG,AFR,YEAR,Africa,,,2022,,,,,,,1.72,1.72,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
4761259,HWF_0001,COUNTRY,BIH,EUR,YEAR,Europe,,,2008,,,,,,,15.9,15.9,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
4772633,HWF_0001,COUNTRY,KAZ,EUR,YEAR,Europe,,,2019,,,,,,,36.2,36.2,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
4773553,HWF_0001,COUNTRY,EGY,EMR,YEAR,Eastern Mediterranean,,,2020,,,,,,,11.11,11.11,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
4780483,HWF_0001,COUNTRY,KWT,EMR,YEAR,Eastern Mediterranean,,,2009,,,,,,,24.3,24.3,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
4784230,HWF_0001,COUNTRY,PAN,AMR,YEAR,Americas,,,2021,,,,,,,17.37,17.37,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
4799144,HWF_0001,COUNTRY,TUR,EUR,YEAR,Europe,,,1996,,,,,,,11.16,11.16,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,1996,1996-01-01T00:00:00+01:00,1996-12-31T00:00:00+01:00
4804818,HWF_0001,COUNTRY,ITA,EUR,YEAR,Europe,,,2002,,,,,,,35.44,35.44,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
4816724,HWF_0001,COUNTRY,QAT,EMR,YEAR,Eastern Mediterranean,,,2018,,,,,,,25.04,25.04,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
4824287,HWF_0001,COUNTRY,OMN,EMR,YEAR,Eastern Mediterranean,,,1999,,,,,,,9.65,9.65,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,1999,1999-01-01T00:00:00+01:00,1999-12-31T00:00:00+01:00
4835718,HWF_0001,COUNTRY,EST,EUR,YEAR,Europe,,,2021,,,,,,,34.3,34.3,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
4848573,HWF_0001,COUNTRY,SUR,AMR,YEAR,Americas,,,2004,,,,,,,7.78,7.78,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
4848640,HWF_0001,COUNTRY,LTU,EUR,YEAR,Europe,,,1991,,,,,,,39.08,39.08,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,1991,1991-01-01T00:00:00+01:00,1991-12-31T00:00:00+01:00
4862543,HWF_0001,COUNTRY,MYS,WPR,YEAR,Western Pacific,,,2024,,,,,,,22.72,22.72,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
4875869,HWF_0001,COUNTRY,FRA,EUR,YEAR,Europe,,,1990,,,,,,,30.87,30.87,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,1990,1990-01-01T00:00:00+01:00,1990-12-31T00:00:00+01:00
4881446,HWF_0001,COUNTRY,AZE,EUR,YEAR,Europe,,,1997,,,,,,,36.38,36.38,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,1997,1997-01-01T00:00:00+01:00,1997-12-31T00:00:00+01:00
4892705,HWF_0001,COUNTRY,DNK,EUR,YEAR,Europe,,,2019,,,,,,,42.51,42.51,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
4892757,HWF_0001,COUNTRY,BFA,AFR,YEAR,Africa,,,2004,,,,,,,0.52,0.52,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
4901169,HWF_0001,COUNTRY,LUX,EUR,YEAR,Europe,,,2012,,,,,,,28.07,28.07,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4907562,HWF_0001,COUNTRY,VCT,AMR,YEAR,Americas,,,1997,,,,,,,8.93,8.93,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,1997,1997-01-01T00:00:00+01:00,1997-12-31T00:00:00+01:00
4907645,HWF_0001,COUNTRY,KEN,AFR,YEAR,Africa,,,2009,,,,,,,1.71,1.71,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
4911485,HWF_0001,COUNTRY,BIH,EUR,YEAR,Europe,,,2019,,,,,,,25.84,25.84,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
4918555,HWF_0001,COUNTRY,USA,AMR,YEAR,Americas,,,1994,,,,,,,21.19,21.19,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,1994,1994-01-01T00:00:00+01:00,1994-12-31T00:00:00+01:00
4924429,HWF_0001,COUNTRY,SRB,EUR,YEAR,Europe,,,2018,,,,,,,29.66,29.66,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
4924635,HWF_0001,COUNTRY,RUS,EUR,YEAR,Europe,,,2021,,,,,,,50.87,50.87,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
4926057,HWF_0001,COUNTRY,EST,EUR,YEAR,Europe,,,2011,,,,,,,32.94,32.94,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
4926367,HWF_0001,COUNTRY,TTO,AMR,YEAR,Americas,,,2002,,,,,,,7.91,7.91,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
4926744,HWF_0001,COUNTRY,ZAF,AFR,YEAR,Africa,,,2016,,,,,,,7.53,7.53,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
4931277,HWF_0001,COUNTRY,SLV,AMR,YEAR,Americas,,,2022,,,,,,,15.66,15.66,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
4938821,HWF_0001,COUNTRY,AUT,EUR,YEAR,Europe,,,2004,,,,,,,42.32,42.32,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
4949474,HWF_0001,COUNTRY,GRC,EUR,YEAR,Europe,,,2002,,,,,,,46.23,46.23,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
4950512,HWF_0001,COUNTRY,AZE,EUR,YEAR,Europe,,,1998,,,,,,,35.48,35.48,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,1998,1998-01-01T00:00:00+01:00,1998-12-31T00:00:00+01:00
4969617,HWF_0001,COUNTRY,SRB,EUR,YEAR,Europe,,,2014,,,,,,,30.3,30.3,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
4982661,HWF_0001,COUNTRY,UKR,EUR,YEAR,Europe,,,2008,,,,,,,30.74,30.74,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
4982768,HWF_0001,COUNTRY,GBR,EUR,YEAR,Europe,,,2016,,,,,,,27.73,27.73,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
4988471,HWF_0001,COUNTRY,NLD,EUR,YEAR,Europe,,,2001,,,,,,,24.94,24.94,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
4994690,HWF_0001,COUNTRY,ARM,EUR,YEAR,Europe,,,2022,,,,,,,33.6,33.6,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
5000595,HWF_0001,COUNTRY,AFG,EMR,YEAR,Eastern Mediterranean,,,2013,,,,,,,2.9,2.9,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
5025862,HWF_0001,COUNTRY,ATG,AMR,YEAR,Americas,,,2008,,,,,,,5.43,5.43,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
5027681,HWF_0001,COUNTRY,MNG,WPR,YEAR,Western Pacific,,,2013,,,,,,,31.25,31.25,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
5039008,HWF_0001,COUNTRY,GRC,EUR,YEAR,Europe,,,2014,,,,,,,58.67,58.67,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
5039818,HWF_0001,COUNTRY,KWT,EMR,YEAR,Eastern Mediterranean,,,2015,,,,,,,26.47,26.47,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
5060064,HWF_0001,COUNTRY,CYP,EUR,YEAR,Europe,,,2009,,,,,,,20.46,20.46,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
5065302,HWF_0001,COUNTRY,BWA,AFR,YEAR,Africa,,,2020,,,,,,,4.33,4.33,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
5065559,HWF_0001,COUNTRY,JPN,WPR,YEAR,Western Pacific,,,2000,,,,,,,19.31,19.31,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
5066340,HWF_0001,COUNTRY,CUB,AMR,YEAR,Americas,,,2015,,,,,,,78.03,78.03,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
5070506,HWF_0001,COUNTRY,OMN,EMR,YEAR,Eastern Mediterranean,,,2021,,,,,,,20.06,20.06,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
5073171,HWF_0001,COUNTRY,KGZ,EUR,YEAR,Europe,,,2001,,,,,,,17.45,17.45,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
5077845,HWF_0001,COUNTRY,MYS,WPR,YEAR,Western Pacific,,,1995,,,,,,,4.73,4.73,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,1995,1995-01-01T00:00:00+01:00,1995-12-31T00:00:00+01:00
5078251,HWF_0001,COUNTRY,BDI,AFR,YEAR,Africa,,,2021,,,,,,,0.76,0.76,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
5078431,HWF_0001,COUNTRY,SEN,AFR,YEAR,Africa,,,2024,,,,,,,1.24,1.24,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
5083792,HWF_0001,COUNTRY,KAZ,EUR,YEAR,Europe,,,1991,,,,,,,37.34,37.34,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,1991,1991-01-01T00:00:00+01:00,1991-12-31T00:00:00+01:00
5090443,HWF_0001,COUNTRY,ESP,EUR,YEAR,Europe,,,2010,,,,,,,37.37,37.37,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
5091491,HWF_0001,COUNTRY,IND,SEAR,YEAR,South-East Asia,,,2013,,,,,,,7.09,7.09,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
5096884,HWF_0001,COUNTRY,ZWE,AFR,YEAR,Africa,,,2012,,,,,,,0.77,0.77,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
5102656,HWF_0001,COUNTRY,MNG,WPR,YEAR,Western Pacific,,,2020,,,,,,,37.78,37.78,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
5102771,HWF_0001,COUNTRY,PRT,EUR,YEAR,Europe,,,1998,,,,,,,31.06,31.06,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,1998,1998-01-01T00:00:00+01:00,1998-12-31T00:00:00+01:00
5104192,HWF_0001,COUNTRY,COL,AMR,YEAR,Americas,,,2001,,,,,,,12.9,12.9,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
5110492,HWF_0001,COUNTRY,NER,AFR,YEAR,Africa,,,2009,,,,,,,0.28,0.28,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
5115696,HWF_0001,COUNTRY,ARG,AMR,YEAR,Americas,,,1998,,,,,,,29.91,29.91,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,1998,1998-01-01T00:00:00+01:00,1998-12-31T00:00:00+01:00
5147779,HWF_0001,COUNTRY,YEM,EMR,YEAR,Eastern Mediterranean,,,2008,,,,,,,2.75,2.75,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
5154798,HWF_0001,COUNTRY,NZL,WPR,YEAR,Western Pacific,,,2004,,,,,,,21.9,21.9,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
5166185,HWF_0001,COUNTRY,GEO,EUR,YEAR,Europe,,,2011,,,,,,,47.47,47.47,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
5173102,HWF_0001,COUNTRY,USA,AMR,YEAR,Americas,,,2009,,,,,,,24.34,24.34,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
5173724,HWF_0001,COUNTRY,KOR,WPR,YEAR,Western Pacific,,,2018,,,,,,,23.86,23.86,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
5179191,HWF_0001,COUNTRY,NER,AFR,YEAR,Africa,,,2017,,,,,,,0.22,0.22,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
5192402,HWF_0001,COUNTRY,ISR,EUR,YEAR,Europe,,,1999,,,,,,,37.28,37.28,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,1999,1999-01-01T00:00:00+01:00,1999-12-31T00:00:00+01:00
5206015,HWF_0001,COUNTRY,ECU,AMR,YEAR,Americas,,,1992,,,,,,,11.76,11.76,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,1992,1992-01-01T00:00:00+01:00,1992-12-31T00:00:00+01:00
5244198,HWF_0001,COUNTRY,ITA,EUR,YEAR,Europe,,,2001,,,,,,,34.87,34.87,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
5248984,HWF_0001,COUNTRY,ROU,EUR,YEAR,Europe,,,1997,,,,,,,18.02,18.02,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,1997,1997-01-01T00:00:00+01:00,1997-12-31T00:00:00+01:00
5249512,HWF_0001,COUNTRY,LUX,EUR,YEAR,Europe,,,1995,,,,,,,22.39,22.39,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,1995,1995-01-01T00:00:00+01:00,1995-12-31T00:00:00+01:00
5251265,HWF_0001,COUNTRY,ARG,AMR,YEAR,Americas,,,2023,,,,,,,50.88,50.88,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
5257669,HWF_0001,COUNTRY,BGR,EUR,YEAR,Europe,,,2010,,,,,,,37.47,37.47,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
5262326,HWF_0001,COUNTRY,CZE,EUR,YEAR,Europe,,,2002,,,,,,,34.91,34.91,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
5275740,HWF_0001,COUNTRY,HRV,EUR,YEAR,Europe,,,2002,,,,,,,24.59,24.59,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
5280820,HWF_0001,COUNTRY,CIV,AFR,YEAR,Africa,,,2021,,,,,,,1.67,1.67,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
5281280,HWF_0001,COUNTRY,HUN,EUR,YEAR,Europe,,,2017,,,,,,,33.26,33.26,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
5281303,HWF_0001,COUNTRY,LBN,EMR,YEAR,Eastern Mediterranean,,,2006,,,,,,,24.75,24.75,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
5294505,HWF_0001,COUNTRY,ZAF,AFR,YEAR,Africa,,,2021,,,,,,,7.81,7.81,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
5300069,HWF_0001,COUNTRY,BWA,AFR,YEAR,Africa,,,2000,,,,,,,2.98,2.98,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
5301053,HWF_0001,COUNTRY,MDA,EUR,YEAR,Europe,,,2012,,,,,,,28.89,28.89,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
5308118,HWF_0001,COUNTRY,ALB,EUR,YEAR,Europe,,,1996,,,,,,,13.18,13.18,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,1996,1996-01-01T00:00:00+01:00,1996-12-31T00:00:00+01:00
5319583,HWF_0001,COUNTRY,MNG,WPR,YEAR,Western Pacific,,,2018,,,,,,,35.26,35.26,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
5326251,HWF_0001,COUNTRY,AND,EUR,YEAR,Europe,,,2017,,,,,,,41.19,41.19,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
5326926,HWF_0001,COUNTRY,LAO,WPR,YEAR,Western Pacific,,,2014,,,,,,,3.77,3.77,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
5338391,HWF_0001,COUNTRY,NZL,WPR,YEAR,Western Pacific,,,2005,,,,,,,21.05,21.05,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
5339966,HWF_0001,COUNTRY,ITA,EUR,YEAR,Europe,,,2023,,,,,,,53.06,53.06,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
5340408,HWF_0001,COUNTRY,TUR,EUR,YEAR,Europe,,,2007,,,,,,,15.32,15.32,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
5346800,HWF_0001,COUNTRY,SYR,EMR,YEAR,Eastern Mediterranean,,,1998,,,,,,,13.2,13.2,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,1998,1998-01-01T00:00:00+01:00,1998-12-31T00:00:00+01:00
5352211,HWF_0001,COUNTRY,ALB,EUR,YEAR,Europe,,,1998,,,,,,,13.47,13.47,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,1998,1998-01-01T00:00:00+01:00,1998-12-31T00:00:00+01:00
5358835,HWF_0001,COUNTRY,PAN,AMR,YEAR,Americas,,,1996,,,,,,,12.13,12.13,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,1996,1996-01-01T00:00:00+01:00,1996-12-31T00:00:00+01:00
5363908,HWF_0001,COUNTRY,GAB,AFR,YEAR,Africa,,,2018,,,,,,,6.18,6.18,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
5371688,HWF_0001,COUNTRY,SYC,AFR,YEAR,Africa,,,2011,,,,,,,11.03,11.03,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
5376775,HWF_0001,COUNTRY,COL,AMR,YEAR,Americas,,,2017,,,,,,,20.69,20.69,,,"NHWA data portal, December 2025 update; https://apps.who.int/nhwaportal/",2026-01-23T13:29:16.4+01:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
