Id,IndicatorCode,SpatialDimType,SpatialDim,TimeDimType,ParentLocationCode,ParentLocation,Dim1Type,Dim1,TimeDim,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
9016818,UHC_INDEX_REPORTED,COUNTRY,COM,YEAR,AFR,Africa,,,2003,,,,,,,35,35.0,,,,2025-12-05T11:39:13.277+01:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
9025316,UHC_INDEX_REPORTED,COUNTRY,TTO,YEAR,AMR,Americas,,,2001,,,,,,,71,71.0,,,,2025-12-05T11:39:13.277+01:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
9028649,UHC_INDEX_REPORTED,COUNTRY,SUR,YEAR,AMR,Americas,,,2002,,,,,,,65,65.0,,,,2025-12-05T11:39:13.277+01:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
9030775,UHC_INDEX_REPORTED,COUNTRY,TTO,YEAR,AMR,Americas,,,2002,,,,,,,71,71.0,,,,2025-12-05T11:39:13.277+01:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
9031057,UHC_INDEX_REPORTED,COUNTRY,TGO,YEAR,AFR,Africa,,,2011,,,,,,,33,33.0,,,,2025-12-05T11:39:13.277+01:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
9032617,UHC_INDEX_REPORTED,COUNTRY,KOR,YEAR,WPR,Western Pacific,,,2008,,,,,,,81,81.0,,,,2025-12-05T11:39:13.277+01:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
9034595,UHC_INDEX_REPORTED,COUNTRY,EGY,YEAR,EMR,Eastern Mediterranean,,,2007,,,,,,,75,75.0,,,,2025-12-05T11:39:13.277+01:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
9036953,UHC_INDEX_REPORTED,COUNTRY,MDV,YEAR,SEAR,South-East Asia,,,2010,,,,,,,67,67.0,,,,2025-12-05T11:39:13.277+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
9037350,UHC_INDEX_REPORTED,COUNTRY,MEX,YEAR,AMR,Americas,,,2021,,,,,,,79,79.0,,,,2025-12-05T11:39:13.277+01:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
9039346,UHC_INDEX_REPORTED,COUNTRY,MEX,YEAR,AMR,Americas,,,2016,,,,,,,78,78.0,,,,2025-12-05T11:39:13.277+01:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
9042732,UHC_INDEX_REPORTED,COUNTRY,WSM,YEAR,WPR,Western Pacific,,,2017,,,,,,,62,62.0,,,,2025-12-05T11:39:13.277+01:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
9045273,UHC_INDEX_REPORTED,COUNTRY,BRN,YEAR,WPR,Western Pacific,,,2001,,,,,,,74,74.0,,,,2025-12-05T11:39:13.277+01:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
9045778,UHC_INDEX_REPORTED,COUNTRY,GMB,YEAR,AFR,Africa,,,2009,,,,,,,50,50.0,,,,2025-12-05T11:39:13.277+01:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
9052240,UHC_INDEX_REPORTED,COUNTRY,PRT,YEAR,EUR,Europe,,,2008,,,,,,,83,83.0,,,,2025-12-05T11:39:13.277+01:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
9052585,UHC_INDEX_REPORTED,COUNTRY,SDN,YEAR,EMR,Eastern Mediterranean,,,2006,,,,,,,31,31.0,,,,2025-12-05T11:39:13.277+01:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
9053057,UHC_INDEX_REPORTED,COUNTRY,SYR,YEAR,EMR,Eastern Mediterranean,,,2006,,,,,,,69,69.0,,,,2025-12-05T11:39:13.277+01:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
9053123,UHC_INDEX_REPORTED,COUNTRY,GIN,YEAR,AFR,Africa,,,2014,,,,,,,37,37.0,,,,2025-12-05T11:39:13.277+01:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
9057061,UHC_INDEX_REPORTED,COUNTRY,VEN,YEAR,AMR,Americas,,,2003,,,,,,,65,65.0,,,,2025-12-05T11:39:13.277+01:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
9060025,UHC_INDEX_REPORTED,COUNTRY,LSO,YEAR,AFR,Africa,,,2017,,,,,,,57,57.0,,,,2025-12-05T11:39:13.277+01:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
9060534,UHC_INDEX_REPORTED,COUNTRY,BHS,YEAR,AMR,Americas,,,2008,,,,,,,80,80.0,,,,2025-12-05T11:39:13.277+01:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
9061983,UHC_INDEX_REPORTED,COUNTRY,VCT,YEAR,AMR,Americas,,,2011,,,,,,,75,75.0,,,,2025-12-05T11:39:13.277+01:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
9063133,UHC_INDEX_REPORTED,COUNTRY,AND,YEAR,EUR,Europe,,,2007,,,,,,,71,71.0,,,,2025-12-05T11:39:13.277+01:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
9065974,UHC_INDEX_REPORTED,COUNTRY,LSO,YEAR,AFR,Africa,,,2007,,,,,,,41,41.0,,,,2025-12-05T11:39:13.277+01:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
9068902,UHC_INDEX_REPORTED,WORLDBANKREGION,WB_LAC,YEAR,,,,,2006,,,,,,,71,71.0,,,,2025-12-05T11:39:13.277+01:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
9070414,UHC_INDEX_REPORTED,REGION,AFR,YEAR,,,,,2005,,,,,,,31,31.0,,,,2025-12-05T11:39:13.277+01:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
9073296,UHC_INDEX_REPORTED,COUNTRY,BRA,YEAR,AMR,Americas,,,2008,,,,,,,76,76.0,,,,2025-12-05T11:39:13.277+01:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
9076939,UHC_INDEX_REPORTED,COUNTRY,CPV,YEAR,AFR,Africa,,,2009,,,,,,,58,58.0,,,,2025-12-05T11:39:13.277+01:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
9076966,UHC_INDEX_REPORTED,COUNTRY,AFG,YEAR,EMR,Eastern Mediterranean,,,2014,,,,,,,38,38.0,,,,2025-12-05T11:39:13.277+01:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
9078681,UHC_INDEX_REPORTED,COUNTRY,EST,YEAR,EUR,Europe,,,2020,,,,,,,79,79.0,,,,2025-12-05T11:39:13.277+01:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
9078890,UHC_INDEX_REPORTED,COUNTRY,RWA,YEAR,AFR,Africa,,,2000,,,,,,,18,18.0,,,,2025-12-05T11:39:13.277+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
9078977,UHC_INDEX_REPORTED,COUNTRY,MAR,YEAR,EMR,Eastern Mediterranean,,,2020,,,,,,,65,65.0,,,,2025-12-05T11:39:13.277+01:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
9079775,UHC_INDEX_REPORTED,COUNTRY,DZA,YEAR,AFR,Africa,,,2005,,,,,,,68,68.0,,,,2025-12-05T11:39:13.277+01:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
9080971,UHC_INDEX_REPORTED,COUNTRY,BHS,YEAR,AMR,Americas,,,2002,,,,,,,79,79.0,,,,2025-12-05T11:39:13.277+01:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
9082525,UHC_INDEX_REPORTED,COUNTRY,SAU,YEAR,EMR,Eastern Mediterranean,,,2020,,,,,,,81,81.0,,,,2025-12-05T11:39:13.277+01:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
9082796,UHC_INDEX_REPORTED,COUNTRY,OMN,YEAR,EMR,Eastern Mediterranean,,,2017,,,,,,,74,74.0,,,,2025-12-05T11:39:13.277+01:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
9086579,UHC_INDEX_REPORTED,COUNTRY,KAZ,YEAR,EUR,Europe,,,2017,,,,,,,82,82.0,,,,2025-12-05T11:39:13.277+01:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
9088719,UHC_INDEX_REPORTED,COUNTRY,CPV,YEAR,AFR,Africa,,,2011,,,,,,,61,61.0,,,,2025-12-05T11:39:13.277+01:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
9090465,UHC_INDEX_REPORTED,COUNTRY,TUN,YEAR,EMR,Eastern Mediterranean,,,2020,,,,,,,76,76.0,,,,2025-12-05T11:39:13.277+01:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
9091181,UHC_INDEX_REPORTED,COUNTRY,KGZ,YEAR,EUR,Europe,,,2012,,,,,,,68,68.0,,,,2025-12-05T11:39:13.277+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
9093605,UHC_INDEX_REPORTED,COUNTRY,LBN,YEAR,EMR,Eastern Mediterranean,,,2008,,,,,,,65,65.0,,,,2025-12-05T11:39:13.277+01:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
9094836,UHC_INDEX_REPORTED,COUNTRY,MLI,YEAR,AFR,Africa,,,2006,,,,,,,30,30.0,,,,2025-12-05T11:39:13.277+01:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
9095767,UHC_INDEX_REPORTED,COUNTRY,AUS,YEAR,WPR,Western Pacific,,,2012,,,,,,,89,89.0,,,,2025-12-05T11:39:13.277+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
9096985,UHC_INDEX_REPORTED,COUNTRY,SWZ,YEAR,AFR,Africa,,,2013,,,,,,,64,64.0,,,,2025-12-05T11:39:13.277+01:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
9101749,UHC_INDEX_REPORTED,COUNTRY,UZB,YEAR,EUR,Europe,,,2001,,,,,,,78,78.0,,,,2025-12-05T11:39:13.277+01:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
9105694,UHC_INDEX_REPORTED,COUNTRY,DNK,YEAR,EUR,Europe,,,2006,,,,,,,77,77.0,,,,2025-12-05T11:39:13.277+01:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
9105896,UHC_INDEX_REPORTED,COUNTRY,ZAF,YEAR,AFR,Africa,,,2011,,,,,,,64,64.0,,,,2025-12-05T11:39:13.277+01:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
9107280,UHC_INDEX_REPORTED,COUNTRY,ZWE,YEAR,AFR,Africa,,,2012,,,,,,,43,43.0,,,,2025-12-05T11:39:13.277+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
9109322,UHC_INDEX_REPORTED,COUNTRY,LAO,YEAR,WPR,Western Pacific,,,2022,,,,,,,62,62.0,,,,2025-12-05T11:39:13.277+01:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
9109456,UHC_INDEX_REPORTED,COUNTRY,FJI,YEAR,WPR,Western Pacific,,,2023,,,,,,,69,69.0,,,,2025-12-05T11:39:13.277+01:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
9110811,UHC_INDEX_REPORTED,REGION,SEAR,YEAR,,,,,2008,,,,,,,50,50.0,,,,2025-12-05T11:39:13.277+01:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
9112761,UHC_INDEX_REPORTED,COUNTRY,JPN,YEAR,WPR,Western Pacific,,,2001,,,,,,,77,77.0,,,,2025-12-05T11:39:13.277+01:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
9113657,UHC_INDEX_REPORTED,WORLDBANKREGION,WB_LAC,YEAR,,,,,2005,,,,,,,71,71.0,,,,2025-12-05T11:39:13.277+01:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
9114785,UHC_INDEX_REPORTED,COUNTRY,NIU,YEAR,WPR,Western Pacific,,,2020,,,,,,,69,69.0,,,,2025-12-05T11:39:13.277+01:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
9115172,UHC_INDEX_REPORTED,WORLDBANKREGION,WB_ECA,YEAR,,,,,2015,,,,,,,80,80.0,,,,2025-12-05T11:39:13.277+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
9115408,UHC_INDEX_REPORTED,COUNTRY,LTU,YEAR,EUR,Europe,,,2013,,,,,,,74,74.0,,,,2025-12-05T11:39:13.277+01:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
9119295,UHC_INDEX_REPORTED,COUNTRY,ETH,YEAR,AFR,Africa,,,2015,,,,,,,30,30.0,,,,2025-12-05T11:39:13.277+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
9120911,UHC_INDEX_REPORTED,REGION,EUR,YEAR,,,,,2018,,,,,,,81,81.0,,,,2025-12-05T11:39:13.277+01:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
9121349,UHC_INDEX_REPORTED,COUNTRY,SAU,YEAR,EMR,Eastern Mediterranean,,,2008,,,,,,,80,80.0,,,,2025-12-05T11:39:13.277+01:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
9122019,UHC_INDEX_REPORTED,COUNTRY,CZE,YEAR,EUR,Europe,,,2021,,,,,,,83,83.0,,,,2025-12-05T11:39:13.277+01:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
9122544,UHC_INDEX_REPORTED,REGION,AFR,YEAR,,,,,2018,,,,,,,48,48.0,,,,2025-12-05T11:39:13.277+01:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
9123304,UHC_INDEX_REPORTED,COUNTRY,CHN,YEAR,WPR,Western Pacific,,,2008,,,,,,,71,71.0,,,,2025-12-05T11:39:13.277+01:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
9129736,UHC_INDEX_REPORTED,COUNTRY,PER,YEAR,AMR,Americas,,,2001,,,,,,,63,63.0,,,,2025-12-05T11:39:13.277+01:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
9131227,UHC_INDEX_REPORTED,COUNTRY,COK,YEAR,WPR,Western Pacific,,,2015,,,,,,,74,74.0,,,,2025-12-05T11:39:13.277+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
9132868,UHC_INDEX_REPORTED,COUNTRY,SEN,YEAR,AFR,Africa,,,2010,,,,,,,39,39.0,,,,2025-12-05T11:39:13.277+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
9134806,UHC_INDEX_REPORTED,COUNTRY,GBR,YEAR,EUR,Europe,,,2003,,,,,,,80,80.0,,,,2025-12-05T11:39:13.277+01:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
9135732,UHC_INDEX_REPORTED,COUNTRY,GRC,YEAR,EUR,Europe,,,2015,,,,,,,74,74.0,,,,2025-12-05T11:39:13.277+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
9135915,UHC_INDEX_REPORTED,COUNTRY,LSO,YEAR,AFR,Africa,,,2014,,,,,,,53,53.0,,,,2025-12-05T11:39:13.277+01:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
9138587,UHC_INDEX_REPORTED,COUNTRY,BGR,YEAR,EUR,Europe,,,2012,,,,,,,68,68.0,,,,2025-12-05T11:39:13.277+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
9139765,UHC_INDEX_REPORTED,COUNTRY,HUN,YEAR,EUR,Europe,,,2013,,,,,,,80,80.0,,,,2025-12-05T11:39:13.277+01:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
9140473,UHC_INDEX_REPORTED,COUNTRY,GNQ,YEAR,AFR,Africa,,,2022,,,,,,,49,49.0,,,,2025-12-05T11:39:13.277+01:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
9141827,UHC_INDEX_REPORTED,COUNTRY,KEN,YEAR,AFR,Africa,,,2012,,,,,,,54,54.0,,,,2025-12-05T11:39:13.277+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
9142906,UHC_INDEX_REPORTED,COUNTRY,PAN,YEAR,AMR,Americas,,,2003,,,,,,,72,72.0,,,,2025-12-05T11:39:13.277+01:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
9143772,UHC_INDEX_REPORTED,COUNTRY,GTM,YEAR,AMR,Americas,,,2020,,,,,,,61,61.0,,,,2025-12-05T11:39:13.277+01:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
9147374,UHC_INDEX_REPORTED,COUNTRY,MLI,YEAR,AFR,Africa,,,2000,,,,,,,24,24.0,,,,2025-12-05T11:39:13.277+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
9148635,UHC_INDEX_REPORTED,COUNTRY,KOR,YEAR,WPR,Western Pacific,,,2011,,,,,,,84,84.0,,,,2025-12-05T11:39:13.277+01:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
9152381,UHC_INDEX_REPORTED,COUNTRY,NRU,YEAR,WPR,Western Pacific,,,2003,,,,,,,46,46.0,,,,2025-12-05T11:39:13.277+01:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
9152589,UHC_INDEX_REPORTED,COUNTRY,RUS,YEAR,EUR,Europe,,,2016,,,,,,,78,78.0,,,,2025-12-05T11:39:13.277+01:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
9153103,UHC_INDEX_REPORTED,COUNTRY,GNQ,YEAR,AFR,Africa,,,2000,,,,,,,24,24.0,,,,2025-12-05T11:39:13.277+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
9153185,UHC_INDEX_REPORTED,COUNTRY,TON,YEAR,WPR,Western Pacific,,,2017,,,,,,,69,69.0,,,,2025-12-05T11:39:13.277+01:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
9156400,UHC_INDEX_REPORTED,COUNTRY,POL,YEAR,EUR,Europe,,,2021,,,,,,,82,82.0,,,,2025-12-05T11:39:13.277+01:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
9157141,UHC_INDEX_REPORTED,COUNTRY,ISR,YEAR,EUR,Europe,,,2008,,,,,,,79,79.0,,,,2025-12-05T11:39:13.277+01:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
9157938,UHC_INDEX_REPORTED,COUNTRY,LTU,YEAR,EUR,Europe,,,2011,,,,,,,72,72.0,,,,2025-12-05T11:39:13.277+01:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
9158097,UHC_INDEX_REPORTED,COUNTRY,BOL,YEAR,AMR,Americas,,,2013,,,,,,,58,58.0,,,,2025-12-05T11:39:13.277+01:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
9158319,UHC_INDEX_REPORTED,COUNTRY,BHS,YEAR,AMR,Americas,,,2018,,,,,,,79,79.0,,,,2025-12-05T11:39:13.277+01:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
9159804,UHC_INDEX_REPORTED,COUNTRY,AND,YEAR,EUR,Europe,,,2019,,,,,,,74,74.0,,,,2025-12-05T11:39:13.277+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
9162375,UHC_INDEX_REPORTED,COUNTRY,IND,YEAR,SEAR,South-East Asia,,,2016,,,,,,,63,63.0,,,,2025-12-05T11:39:13.277+01:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
9164201,UHC_INDEX_REPORTED,COUNTRY,AUT,YEAR,EUR,Europe,,,2017,,,,,,,82,82.0,,,,2025-12-05T11:39:13.277+01:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
9165773,UHC_INDEX_REPORTED,WORLDBANKREGION,WB_ECA,YEAR,,,,,2003,,,,,,,74,74.0,,,,2025-12-05T11:39:13.277+01:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
9165898,UHC_INDEX_REPORTED,COUNTRY,PNG,YEAR,WPR,Western Pacific,,,2000,,,,,,,24,24.0,,,,2025-12-05T11:39:13.277+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
9168074,UHC_INDEX_REPORTED,COUNTRY,MWI,YEAR,AFR,Africa,,,2010,,,,,,,41,41.0,,,,2025-12-05T11:39:13.277+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
9169238,UHC_INDEX_REPORTED,COUNTRY,EGY,YEAR,EMR,Eastern Mediterranean,,,2008,,,,,,,75,75.0,,,,2025-12-05T11:39:13.277+01:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
9169404,UHC_INDEX_REPORTED,COUNTRY,NZL,YEAR,WPR,Western Pacific,,,2018,,,,,,,89,89.0,,,,2025-12-05T11:39:13.277+01:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
9169468,UHC_INDEX_REPORTED,COUNTRY,NRU,YEAR,WPR,Western Pacific,,,2016,,,,,,,58,58.0,,,,2025-12-05T11:39:13.277+01:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
9172215,UHC_INDEX_REPORTED,COUNTRY,PRK,YEAR,SEAR,South-East Asia,,,2003,,,,,,,71,71.0,,,,2025-12-05T11:39:13.277+01:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
9173203,UHC_INDEX_REPORTED,REGION,EMR,YEAR,,,,,2004,,,,,,,53,53.0,,,,2025-12-05T11:39:13.277+01:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
9173792,UHC_INDEX_REPORTED,COUNTRY,GAB,YEAR,AFR,Africa,,,2010,,,,,,,52,52.0,,,,2025-12-05T11:39:13.277+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
9174532,UHC_INDEX_REPORTED,REGION,SEAR_W_IDN,YEAR,,,,,2002,,,,,,,40,40.0,,,,2025-12-05T11:39:13.277+01:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
9180782,UHC_INDEX_REPORTED,COUNTRY,JAM,YEAR,AMR,Americas,,,2016,,,,,,,75,75.0,,,,2025-12-05T11:39:13.277+01:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
9183096,UHC_INDEX_REPORTED,COUNTRY,PLW,YEAR,WPR,Western Pacific,,,2017,,,,,,,77,77.0,,,,2025-12-05T11:39:13.277+01:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
9186154,UHC_INDEX_REPORTED,COUNTRY,LKA,YEAR,SEAR,South-East Asia,,,2009,,,,,,,66,66.0,,,,2025-12-05T11:39:13.277+01:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
9189819,UHC_INDEX_REPORTED,COUNTRY,NOR,YEAR,EUR,Europe,,,2015,,,,,,,87,87.0,,,,2025-12-05T11:39:13.277+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
9191878,UHC_INDEX_REPORTED,WORLDBANKINCOMEGROUP,WB_UMI,YEAR,,,,,2011,,,,,,,74,74.0,,,,2025-12-05T11:39:13.277+01:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
9192638,UHC_INDEX_REPORTED,COUNTRY,GHA,YEAR,AFR,Africa,,,2013,,,,,,,46,46.0,,,,2025-12-05T11:39:13.277+01:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
9193678,UHC_INDEX_REPORTED,COUNTRY,QAT,YEAR,EMR,Eastern Mediterranean,,,2003,,,,,,,82,82.0,,,,2025-12-05T11:39:13.277+01:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
9195579,UHC_INDEX_REPORTED,COUNTRY,MMR,YEAR,SEAR,South-East Asia,,,2011,,,,,,,49,49.0,,,,2025-12-05T11:39:13.277+01:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
9196875,UHC_INDEX_REPORTED,COUNTRY,HND,YEAR,AMR,Americas,,,2014,,,,,,,61,61.0,,,,2025-12-05T11:39:13.277+01:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
9199419,UHC_INDEX_REPORTED,COUNTRY,CAF,YEAR,AFR,Africa,,,2006,,,,,,,24,24.0,,,,2025-12-05T11:39:13.277+01:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
9204984,UHC_INDEX_REPORTED,COUNTRY,CZE,YEAR,EUR,Europe,,,2015,,,,,,,83,83.0,,,,2025-12-05T11:39:13.277+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
9210180,UHC_INDEX_REPORTED,COUNTRY,GHA,YEAR,AFR,Africa,,,2014,,,,,,,46,46.0,,,,2025-12-05T11:39:13.277+01:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
9210526,UHC_INDEX_REPORTED,COUNTRY,TCD,YEAR,AFR,Africa,,,2022,,,,,,,24,24.0,,,,2025-12-05T11:39:13.277+01:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
9211680,UHC_INDEX_REPORTED,COUNTRY,LCA,YEAR,AMR,Americas,,,2011,,,,,,,71,71.0,,,,2025-12-05T11:39:13.277+01:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
9212502,UHC_INDEX_REPORTED,COUNTRY,ATG,YEAR,AMR,Americas,,,2010,,,,,,,79,79.0,,,,2025-12-05T11:39:13.277+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
9214461,UHC_INDEX_REPORTED,COUNTRY,PRY,YEAR,AMR,Americas,,,2001,,,,,,,63,63.0,,,,2025-12-05T11:39:13.277+01:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
9215427,UHC_INDEX_REPORTED,COUNTRY,NIC,YEAR,AMR,Americas,,,2009,,,,,,,66,66.0,,,,2025-12-05T11:39:13.277+01:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
9215662,UHC_INDEX_REPORTED,COUNTRY,SOM,YEAR,EMR,Eastern Mediterranean,,,2016,,,,,,,26,26.0,,,,2025-12-05T11:39:13.277+01:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
